Original Dataset Image,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
21.92,15.24,17.48,49.07,20,17,26
15.6,29.12,20.13,10.61,10,13,12
11.99,14.93,12.91,12.71,24,11,18
19.2,14.82,16.12,15.16,16,17,21
12.26,13.43,15.83,13.31,9,15,9
14.12,14.87,8.97,9.13,9,12,12
20.1,14.49,10.75,10.84,13,14,10
15.36,20.12,22.27,17.03,16,18,12
18.9,26.26,23.72,13.85,9,24,22
10.13,10.12,10.67,12.38,16,10,15
17.07,17.05,34.27,17.72,19,14,24
10.58,11.34,13.23,13.07,19,12,14
17.53,24.51,16.35,10.59,12,10,11
12.3,14.22,11.15,11.2,12,9,12
11.01,16.65,14.73,8.16,11,8,14
18.03,16.13,19.86,17.17,17,21,19
22.48,29.36,42.25,36.91,28,11,19
14.32,15.73,13.36,25.3,15,17,21
17.76,19.32,18.94,17.94,23,23,13
12.19,18.16,17.01,15.28,8,12,11
16.01,16.83,16.08,11.79,16,16,15
12.46,21.56,11.66,11.36,12,8,13
21.81,35.1,19.98,20.13,23,21,17
14.01,12.71,11.89,10.11,9,9,8
18.1,23.08,16.34,10.46,10,18,16
11.24,24.44,16.09,11.88,15,16,17
13.13,17.01,14.56,15.4,8,8,10
9.73,13.52,11.65,10.52,11,9,11
8.97,12.99,12.54,8.75,15,15,9
11.14,11.6,13.06,14.85,14,10,14
57.47,40.63,28.15,31.16,16,20,30
13.71,17.6,12.91,12.53,15,10,18
9.72,19.58,9.21,8.68,9,8,9
9.44,11.02,9.16,9.74,20,8,10
23.93,25.37,17.87,14.07,14,18,20
12.38,15.32,11.57,12.08,16,13,14
25.18,56.66,25.87,19.27,23,27,12
10.98,30.14,13.07,11.94,13,10,12
14.43,15.29,15.46,17.67,15,23,15
10.12,11.36,11.24,9.97,11,12,7
36.6,37.91,20.09,17.02,16,26,15
26.63,23.72,36.58,19.52,43,31,17
19.31,44.59,17.56,16.12,22,22,22
15.56,14.22,15.75,24.25,21,14,16
11.37,18.38,19.98,15.32,15,19,15
9.6,12.03,9.5,10.82,10,13,12
9.81,11.56,9.67,9.57,11,11,10
11.86,15.89,10.55,9.91,13,8,10
28.52,21.85,16.07,13.29,18,9,22
17.83,16.83,19.14,15.63,15,16,13
16.81,14.76,22.78,12.82,16,14,10
22.37,51.48,27.91,8.64,20,22,10
8.48,10.19,7.79,8.94,13,8,12
21.02,17.82,24.55,19.11,16,9,12
8.14,10.83,11.19,10.64,19,10,8
6.99,13.07,9.02,8.61,9,8,10
12.33,16.1,12.95,9.35,10,14,11
19.16,13.65,11.77,9.14,11,14,9
11.44,10.09,11.33,10.99,24,11,21
11.96,14.17,11.32,14.65,13,15,13
11.15,11.64,10.93,12.93,20,9,12
14.98,15.75,12.9,13.07,17,10,8
7.56,9.25,8.57,9.99,14,11,11
11.23,11.19,14.33,13.4,7,9,14
17.62,19.29,19.21,16.29,11,28,12
7.03,11.03,8.97,8.7,7,7,7
7.35,9.94,8.27,9.63,13,9,11
14.06,22.75,15.04,9.7,9,23,12
9.92,12.25,10.94,10.07,9,8,11
14.85,17.39,11.96,9.99,10,12,15
14.88,21.65,11.44,11.33,23,13,15
14.8,15.65,18.41,8.03,9,13,9
19.07,17.47,27.12,16.8,14,10,12
7.35,10.89,9.23,10.42,17,8,16
12.17,15.53,13.02,11.16,9,15,15
6.96,7.33,7.18,8.52,11,7,7
8.39,9.91,8.23,8.49,13,7,11
9.08,9.32,8.52,10.15,14,9,9
23.69,25.82,29.52,25.16,46,37,20
29.5,37,29.38,14.41,25,18,16
17.76,19.56,14.32,12.73,11,11,9
17.54,18.58,14.65,23.48,18,19,16
8.76,8.73,10.53,8.87,10,10,11
8.85,9.09,11.03,10.21,9,12,14
8.52,17.84,11.74,11.1,8,9,14
8.03,13.06,14.84,8.17,13,8,17
14.3,51.23,18.48,11.98,17,12,14
8.93,11.63,9.93,9.77,9,9,9
14.05,15.35,13.6,11.22,11,10,15
14.83,15.57,13.64,10,10,13,8
13.55,11.95,14.17,9.17,9,13,9
10.74,11.5,10.5,9.01,9,9,11
10.82,10.98,9.87,9.29,8,7,9
8.26,15.37,9.97,8.93,8,7,10
10.58,11.39,11.18,9.3,12,9,15
16.39,20.07,29.88,14.6,10,12,11
9.81,10.1,11.48,11.91,17,11,12
10.98,13.92,11.28,9.75,11,10,17
19.75,28.26,20.82,13.9,20,17,14
10.94,18.55,12.38,19.65,41,15,15
50.34,38.64,65.08,18.57,13,29,16
9.59,10.68,9.45,11.52,9,8,11
14.23,12.65,8.1,13.33,17,11,9
33.48,35.74,26.39,38.62,23,22,12
17.12,18.47,18.51,9.52,13,17,22
18.28,28.06,20.57,14.8,14,14,16
20.74,24.1,21.28,18.61,10,11,10
9.75,5.78,9.24,11.7,12,9,10
13.65,13.32,15.85,15.89,14,14,14
25.24,28.11,22.53,24.65,18,20,19
8.72,8.8,8.99,9.43,10,10,11
22.1,26.2,20.56,14.4,14,26,35
13.05,16.83,14.52,17.16,16,13,14
9.93,22.36,8.87,10.35,8,14,15
14.23,13.46,23.9,17.24,9,24,13
10.9,15.46,13.38,10.36,13,9,9
29.46,43.98,25.21,30.73,18,12,28
21.82,28.08,56.75,25.17,33,45,18
20.04,27.56,21.78,34.99,15,14,18
12.62,15.77,11.3,10.37,36,12,12
9.06,11.2,7.05,6.67,10,7,17
12.2,17,11.7,12.23,18,11,14
16.3,18.66,19.08,12.87,13,12,13
21.3,16.52,22.85,19.76,12,15,21
14.98,14.57,13.16,22.92,23,15,28
16.48,22.67,10.16,10.49,24,20,17
13.28,16.02,13.11,8.04,12,12,10
16.28,11.71,14.42,11.35,14,15,11
27.72,13.78,24.08,41.31,22,21,31
13.82,24.12,15.33,13.3,13,25,10
11.13,12.05,14.45,13.73,10,11,8
14.79,20.73,14,12.01,10,13,13
9.81,20.13,12.7,9.66,12,14,19
11.66,13.64,13.03,11.6,11,22,15
13.64,10.7,10.43,15.01,15,12,10
10.89,16.79,12.25,8.04,13,10,22
10.21,11.03,10.86,10.4,9,14,14
27,14,29.13,41.87,18,26,19
16.95,21.51,19.89,15.15,27,17,12
15.71,17.13,17.98,14.48,15,15,17
11.85,14,21.18,9.82,10,15,11
11.02,12.8,11.2,9.38,8,10,13
21.38,19.22,24.93,15.3,13,28,13
9.61,18.86,9.93,10.26,16,9,16
8.43,11.53,8.7,9.7,13,10,16
11.51,13.15,11.57,12.71,11,11,10
10.88,9.8,10.19,9.33,11,9,16
9.08,10.2,9.38,13.22,9,10,10
15.46,24.69,15.92,12.29,12,20,22
15.13,14.23,10.22,15.1,9,10,13
22.59,56.85,61.67,30.63,32,68,24
30.08,31.45,38.06,23.32,27,40,21
15.01,16.1,10.61,11.39,18,11,10
13.73,15.76,16.46,12.33,10,15,9
13.39,18.15,15.05,12.66,12,9,20
6.62,5.79,8.19,9.25,9,8,8
25,22.08,21.87,19.3,23,12,22
9.17,8.87,12.5,11.21,21,9,8
12.68,14.22,12.28,13.41,16,12,22
25.92,40.09,20.17,28,20,22,18
9.05,13.37,10.32,10.22,15,9,10
13.76,22.65,15.45,20.01,10,16,7
24.54,14.8,15.47,15.82,13,13,14
11.93,13.17,12.14,11.71,16,13,16
14.42,19.87,24.03,17.05,11,20,15
22.53,31.62,32.12,22.94,13,21,14
10.66,15.42,9.79,9.71,20,10,12
10.7,14.61,14.39,13.35,9,24,8
11.28,13.38,12.77,18.5,13,10,11
19.62,28.54,28.97,17.62,13,24,11
10.53,15.7,16.98,9.74,10,13,11
18.57,20.34,21.49,8.11,15,17,13
9.88,17.76,10.7,9.22,10,11,13
18.08,20.76,18.52,22.09,16,25,27
35.53,26.02,26.42,19.76,13,15,23
12.5,19.21,15.92,16.05,14,12,15
11.65,10.62,10.56,12.15,11,11,12
9.26,7.52,10.17,8.57,11,8,13
15.4,13.78,11.17,9.28,12,11,14
17.1,15.18,20.3,10.52,10,10,23
14.25,15.2,10.39,11.48,11,9,21
12.63,11.64,15.45,11.66,15,9,11
23.05,33.95,61.62,23.78,54,14,17
8.98,9.85,10.82,9.5,7,16,8
10.84,11.64,11.53,11.33,10,12,9
10.07,10.18,10.77,10.91,16,10,11
16.1,21.34,20.07,26.64,13,16,16
24.59,34.33,22.42,49.22,16,15,17
15.34,19.3,20.25,13.08,14,18,15
10.99,9.59,14.23,13.06,14,11,12
9.59,18.77,12.47,8.52,7,14,8
22.36,19.71,17.17,15.3,22,21,15
34.46,35.82,39.86,19.93,19,55,24
24.25,11.74,16.28,10.3,15,13,18
12.19,19.32,29.08,20.05,14,25,11
8.24,8.49,8,9.35,9,7,10
25.55,32.09,18.91,19.35,15,18,15
14.78,15.28,15.36,8.94,11,8,8
13.35,13.17,28.19,15.61,18,9,14
12.9,20.11,13.2,10.82,13,16,17
19.73,18.5,14.25,13.61,11,13,15
13.67,11.38,12.76,11.91,11,16,9
11.77,18.8,9.75,10.82,10,12,17
28.23,24.98,17.97,13.23,45,12,17
17.18,14.39,15,13.54,15,13,11
33.74,54.83,43.01,22.2,22,28,20
10.11,12.14,10.04,8.6,17,14,12
12.06,11.73,10.46,10.06,10,9,20
50.34,38.64,65.08,18.57,13,26,16
23.28,24.06,31.08,14.5,16,16,17
10.32,12.02,9.64,10.94,11,8,16
20.58,14.41,22.38,15.31,17,22,11
22.63,24.73,33.44,16.6,22,17,27
10.76,10.72,10.68,11.04,13,15,19
17.62,27.26,27.73,13.83,15,13,22
14.97,50.8,23.8,14.24,19,14,11
26.35,21.5,16.87,9.59,22,10,11
10.64,12.53,10.56,11.73,13,11,10
19.88,20.83,15.96,13.23,12,12,26
11.56,12.1,14.19,10.59,9,8,10
12.92,22.9,11.57,10.88,12,11,16
16.93,13.77,18.69,19.26,12,7,10
12.11,12.81,10.4,10.96,15,14,15
13.8,17.89,11.58,8.74,8,8,9
15.78,13.16,12.63,11.65,20,11,13
13.92,18.99,23.23,10.63,11,14,9
23.9,16.42,16.43,12.87,22,22,12
14.28,7.88,11.64,20.75,9,10,9
10.9,12.14,10.99,8.61,16,11,13
15.41,40.04,22.02,11.32,17,13,9
12.97,15.84,10.08,11.82,12,10,9
16.08,15.07,8.85,9.35,9,9,10
12.64,14.09,14.35,9.52,12,16,9
14.3,22.83,17.84,12.8,12,18,10
10.28,8.98,7.84,6.55,8,9,7
9.3,16.46,11.11,7.83,7,10,12
22.55,32.67,34.81,16.86,10,24,16
20.78,31.76,29.68,12.6,17,17,18
28.16,32.72,38.02,29.95,33,33,24
13.09,13.87,32.4,22.05,10,18,16
12.5,24.74,10.63,9.97,28,14,9
11.65,12.12,17.49,9.66,11,18,14
8.14,6.2,8.36,8.49,15,8,9
7.03,7.52,8.94,13.27,16,11,13
27.21,24.19,16.84,13.31,20,14,17
11.17,17.4,17.03,21.29,18,18,14
10.44,20.48,8.6,10.82,9,10,19
11.6,13.54,10.13,11.83,11,10,10
13.79,24.04,12.33,10.88,11,14,9
16.83,24.15,27.4,22.05,14,10,32
16.92,22.19,13.77,12.37,9,12,16
10.93,15.55,15.36,10.6,9,18,24
11.72,39.6,9.57,12.48,9,14,22
24.48,37.16,20.02,13.83,21,19,15
24.32,25.45,24.12,11.81,14,23,21
13.72,13.48,11.72,9.82,7,8,11
20.71,32.56,47.5,15.64,20,12,16
10.54,31.97,12.09,12.32,12,13,30
17.07,13.22,10.5,11.82,25,11,11
18.79,20.85,18.48,20.42,21,15,18
31.8,18.69,23.86,19.56,14,16,21
10.24,9.23,8.87,10.41,19,9,14
9.93,12.21,10.01,10.85,15,11,11
14.91,11.35,12.2,8.77,14,10,15
22.32,15.98,19.43,14.87,19,14,12
21.59,40.91,25.06,25.44,24,10,16
9.3,11.63,11.98,7.23,11,6,10
19.66,19.9,18.55,16.96,14,14,19
14.6,13.24,15.61,18.83,16,10,9
10.62,12.45,12.57,11.22,9,10,13
13.89,14.26,12.68,13.79,11,13,14
14.24,28.08,12.43,9.71,8,10,19
17.68,13.3,25.32,20.41,11,22,15
13.69,24.31,26.81,32.5,23,11,27
13.31,22.41,13.71,12.88,16,11,10
15.7,24.15,23.36,11.11,11,14,11
7.95,7.34,10.54,11.06,15,10,13
44.1,29.15,29.39,15.33,11,24,15
8.87,12.79,8.07,7.53,10,13,11
13,14.01,11.59,9.77,9,8,9
29.48,25.21,28.07,20.51,26,16,31
20.41,19.44,21.89,16.42,16,25,12
12.87,22.68,16.62,11.37,11,13,10
17.14,12.45,13.91,14.21,23,10,10
11.17,10.94,11.28,13.74,12,10,16
9.54,10.4,10.42,6.64,7,13,9
13.5,16.72,19.7,11.01,10,10,13
13.68,15.62,16.51,11.58,9,12,11
20.37,24.2,21.31,23.99,9,14,22
9.56,8.61,10.01,11.25,13,8,9
8.83,11.63,13.93,7.57,8,11,11
21.64,32.39,18.08,23.91,27,18,25
16.2,31.2,18.63,17.8,15,11,24
10.41,11.14,18.5,14.12,9,11,15
11.35,15.32,14.22,13.61,9,11,9
16.83,25.89,16.41,10.39,10,9,12
18.8,20.26,21.69,18.02,20,17,13
14.12,14.96,13.84,14.38,11,10,16
29.23,22.03,25.81,12.45,10,15,20
18.57,17.04,13.88,11.32,12,16,16
15.46,13.97,18.09,10.16,16,13,22
9.84,13.16,12.1,10.48,14,13,11
17.04,14.94,13.56,13.44,16,12,11
15.51,27.54,10.06,11.41,20,10,16
24.18,17.21,20.7,23.39,14,20,17
12.2,11.09,19.66,15.14,14,15,15
26.64,23.52,16.94,20.82,15,22,15
31.72,21.69,15.5,19.42,20,18,22
25.5,19.24,21.39,18.4,23,18,18
9.36,9.39,8.96,9.8,10,8,11
21.25,15.54,13.24,14.83,13,22,21
16.37,22.85,10.28,10.5,21,15,12
11.12,13.17,12.54,11.47,12,10,20
10.63,12.02,9.25,10.6,15,9,11
11.16,25.48,13.1,12.38,23,10,38
27.78,29.64,54.71,23.91,13,21,19
9.92,13.64,10.01,9.26,17,11,9
13.96,14.37,10.76,11.89,11,12,15
22.34,26.29,14.14,18.59,28,16,39
8.66,8.99,9.13,8.81,8,9,8
12.28,18.79,11.1,8.72,8,12,9
10.95,10.4,8.06,8.9,9,7,9
15.79,30.64,31.68,26.18,17,18,15
31.35,25.94,23.79,27.78,21,12,26
14.2,62.42,19.04,17.8,13,16,51
26.88,20.52,39.57,36.72,18,8,18
17.34,33.76,26.09,12.3,23,37,18
9.35,10.19,9.61,9.18,13,9,10
12.21,15.93,12,7.39,10,11,8
20,15,25,19,30,22,25
12.56,17.66,16.55,9.84,8,10,18
23.72,50.94,29.57,18.22,26,18,46
10.74,16.69,10.17,10.4,14,10,11
8.49,11.61,10.4,9.86,10,9,11
19.6,31.94,15.99,19.64,19,15,19
12.12,11.44,11.11,7.76,9,9,9
18.56,13.04,10.86,9.75,10,8,10
11.42,12.47,12.07,8.42,9,11,13
8.16,11.59,12.37,9.57,9,11,11
19.69,24.86,16.97,11.4,9,17,15
6.98,7.28,8.22,9.98,10,8,10
13.06,14.58,16.5,19.34,14,17,9
10.36,11.06,12.51,12.73,14,13,13
44.37,27.22,21.81,13.25,15,17,15
29.32,39.05,26.14,15.31,10,26,14
8.87,10.09,8.06,8.32,12,9,13
13.94,16.09,16.45,14.08,14,9,12
10.87,17.28,12.32,9.06,12,11,11
21,21.07,20.59,14.51,12,9,14
14.91,26.22,19.16,12.67,14,16,14
17.21,21.35,20.81,23.8,17,12,14
8.21,16.55,9.9,12.12,8,12,9
21.64,21.49,20.49,16.4,23,21,22
21.76,16.89,19.44,18.61,14,18,10
11.11,13.34,11.81,8.03,13,15,16
15.24,20.3,18,12.83,10,20,11
14.94,14.35,12.61,14.29,11,11,14
26.14,21.66,48.47,16.95,16,22,26
9.6,12.61,11.02,11.01,12,8,11
6.42,7.75,8.7,9.36,9,8,10
27.88,21.02,24.23,21.88,19,18,11
11.53,17.32,12.5,12.97,15,14,12
13.42,13.8,23.34,17.59,16,14,16
10.52,14.13,13.58,11.92,14,11,10
17.37,13.83,15.88,11.09,13,18,15
15.36,18.25,15.87,8.62,10,15,10
32.34,53.18,20.95,14.77,19,15,37
12.02,12.9,13.87,8.54,8,13,12
29.93,47.32,25.96,20.04,29,22,42
12.29,9.83,11.36,14.41,11,12,11
12.62,20.21,19.18,29.36,31,22,19
9.85,11.97,12.49,11.2,12,11,18
11.16,11.4,10.62,12.59,10,13,23
11.39,11.89,17.37,16.96,15,12,14
13.72,15.2,10.43,7.59,11,11,11
13.03,13.74,20.31,17.79,8,29,13
15.21,24.55,14.12,9.74,11,14,13
15.27,16.03,18.29,8.53,18,15,8
9.89,9.81,9.76,11.02,10,8,14
12.54,16.37,10.62,9.79,11,14,12
14.79,13.4,19.43,33.8,13,11,22
8.19,11.88,12.22,7.85,8,7,15
10.55,10.27,8.44,6.18,6,11,8
13.81,9.53,12.42,11.5,15,15,8
23.73,13.37,11.36,12.1,14,20,14
13,17.69,15.3,19.27,17,13,14
14.66,13.56,22.18,21.79,14,16,19
11.29,14.15,11.15,11.65,15,10,11
19.13,16.07,28.43,20.21,20,14,20
13.23,13.96,14.21,12.03,14,9,13
12.4,12.73,9.32,8.25,12,10,14
15.42,16.93,18.03,21.72,33,19,14
10.16,22.71,23.7,7.67,10,12,9
11.34,13.93,11.51,11.32,18,10,11
20,15,25,19,30,22,25
60.05,52.62,22.29,27.84,33,36,17
25.04,22.14,22.55,14.94,15,18,17
33.83,32.96,16.06,20.16,15,11,63
19.34,15.86,22.65,18.89,14,9,9
12.58,15.01,15.15,8.67,11,10,8
14.53,37.17,21.67,14.74,20,14,26
6,9.9,7.74,6.34,8,6,9
17.13,10.6,9.82,8.22,9,10,15
13.7,17.79,17.31,15.36,8,16,13
18.29,18.41,16.57,13.26,16,16,20
16.2,14.39,16.43,17,19,13,29
13.84,13.03,14.23,16.87,13,8,13
9.5,9.26,10.11,10.49,12,9,9
11.16,11.54,13.16,10.94,11,10,13
16.79,19.46,9.32,12.31,12,10,9
11.98,15.3,15.08,15.94,18,11,13
17.33,31.8,25.63,11.04,12,19,14
8.56,8.45,11.54,10.29,11,12,9
19.06,23.8,18.09,14.35,19,17,20
14.1,13.48,13.04,11.15,10,12,11
12.53,18.47,12.06,15.96,16,11,13
13.31,15.72,15.52,13.66,10,13,15
30.38,46.07,58.91,24.43,22,44,15
10.5,12.6,9.61,8.31,10,10,10
12.07,12.54,11.81,7.8,13,10,9
