Original Dataset Image,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
56.69198691,109.0302559,131.4086903,160.6038762,93.36742783,122.0906773,193.9441006
42.33501534,102.8706609,112.330352,148.6247941,84.90374523,111.1817177,171.7800964
270.6744186,76.90239466,101.4384338,126.9133633,313.8091539,310.5260225,110.607162
77.72759909,102.1003229,120.038269,133.649103,98.98322005,153.2146957,242.4746365
51.53989976,125.612511,126.6368364,164.6971054,99.55015043,114.1784723,162.8314881
53.43385997,115.8857428,120.4950605,156.9087135,100.2420972,104.3366381,141.0322732
78.5348505,89.34223058,108.7822061,139.3827535,104.5553522,183.0871324,162.5422873
25.96528993,68.46378647,83.39463529,103.1548411,60.51726937,50.11291908,140.6588878
89.43974469,103.4939599,84.33489318,107.914178,97.35450547,108.6508068,392.124744
78.08107484,89.45223561,105.215511,137.04243,102.4032488,117.4762212,98.14084081
46.87472618,109.401078,129.8620368,148.2495718,83.70171315,98.37858621,219.820131
59.60758173,78.39629636,108.6496034,144.561019,91.41153834,97.70742212,231.654111
24.4239064,73.30029795,113.019211,158.425269,65.29247335,70.41804757,201.7559231
41.10524753,108.3357277,123.6702806,160.1227617,82.62021647,105.6937539,142.4446683
43.79363885,102.413808,117.7712988,168.9635245,76.8968322,102.0852282,173.5465009
47.52813858,71.4808886,101.6894548,120.9805518,90.5816266,92.68062848,81.92112432
65.2684524,100.3261005,119.7717409,144.7587637,101.1071013,141.4627886,119.6717279
42.04813185,95.33947167,103.7331208,130.0591953,84.948658,119.3470553,129.5391282
36.17167875,120.492226,112.9424523,152.5995161,70.35517599,95.42934913,205.6907179
54.82412431,97.33062671,81.97172798,109.3043625,81.16776253,83.90348477,282.676007
107.2576884,108.5426833,120.0528089,157.0922975,123.4390325,134.8176433,365.1498118
268.250593,61.89721037,86.75341407,110.1835426,278.6597099,275.7297318,96.18756745
68.72876358,93.6942418,108.5856913,147.9468053,96.20619072,121.2900639,112.2061486
62.94807124,94.86047407,95.16264022,115.3323423,98.6141738,94.76391044,215.1834862
119.4291162,82.94690187,95.22375456,118.8902306,175.7145795,235.9359333,161.48492
88.9317968,102.88992,134.4348802,125.4063499,98.95854901,144.8143285,201.8412301
91.66035821,112.6321228,130.8029932,171.275263,115.7217021,162.5710408,163.9127313
86.87658043,97.54458221,83.74908024,120.9129795,107.458561,114.4640735,322.5599519
80.92986517,102.8458007,97.36734134,87.68971855,120.8861361,110.4295583,148.7519453
80.09461736,104.5513182,137.8689346,158.2440809,106.9403559,149.6470596,180.402531
44.65872676,105.4544859,124.4096578,159.3871527,87.84505924,121.6029491,177.960535
69.54070758,102.9652527,132.3375271,151.615579,112.0675447,140.794934,143.7706169
80.8646449,101.6475308,126.9249889,135.2118063,115.8708927,159.4549417,127.5839564
51.79486388,84.90005271,130.450251,152.1950392,94.82836294,106.3088681,155.9470526
73.97893593,81.4121417,85.55003946,120.4040998,83.69010434,95.21507963,102.034404
55.87040907,88.31696153,102.8360477,116.6676588,105.5673561,125.8770295,125.5978442
51.83747347,83.03329847,105.1463647,101.3654844,101.4274691,77.64839714,260.5901342
75.9560751,99.39770938,121.260738,163.9514958,106.810939,144.4748333,143.9312662
70.75268967,84.21880429,97.23413522,129.6489197,92.92328159,118.7134293,101.3311423
40.526487,63.38002997,92.73837664,105.3887645,80.61483425,232.8438135,215.3392758
56.93633005,103.1466098,116.8331487,159.19556,95.25819345,181.5448837,185.2182655
58.77797785,110.2078607,122.2008676,108.5039283,115.0091158,139.7959262,190.1502723
52.51103152,57.31290614,87.72568232,117.1218235,74.26877551,250.7167193,118.4574255
124.5233233,138.9877549,163.3152638,192.0412999,148.4390887,198.9065036,222.5391783
36.19561369,99.46444867,112.3986894,117.5593624,70.00852088,127.9806544,313.7919164
93.66937338,111.3832483,122.8114141,158.5187813,106.4548512,134.7038189,88.52532154
34.23288226,96.02859997,117.4125696,143.6130812,83.89369221,86.74282159,142.6150646
35.37147829,81.96267702,96.1814983,96.93486087,77.33030245,185.4672727,289.7312867
40.9485729,60.95756962,108.6049872,133.7981553,91.76463911,149.1259914,144.005247
79.93393305,82.78044888,64.4648361,87.36758271,94.61244789,95.14474964,173.6180643
79.86186066,92.19192565,144.7528772,160.7632895,109.8373025,176.0612684,232.8024982
57.91533051,105.0508238,116.9528779,168.169018,85.08200676,108.9530146,124.2299756
273.8629322,70.93760395,82.51962907,102.5784774,287.3405962,284.0840504,92.36618602
88.90531073,93.6083202,131.9602393,188.2503722,90.36332432,150.7998539,133.958369
65.09776333,60.47835547,25.9429397,44.54824565,67.86231307,71.27597319,325.0508367
110.3491818,118.3489591,136.8319271,150.6656644,127.134224,181.9195264,222.8807443
49.69991595,96.64568423,117.961634,139.8538005,91.8884171,96.75373704,164.5382736
47.03931562,73.58474553,90.13945821,130.0259828,75.46072464,93.73970961,96.41519547
50.06466407,97.44484702,118.6476605,147.2286107,103.7709076,100.5392689,113.8596075
13.11867535,75.88414776,89.25398249,116.4512012,48.769922,41.514234,105.2599052
53.8659459,66.80673402,88.59745659,125.9486712,78.62307913,109.8926129,110.7970313
49.74472448,104.0368167,130.5515542,138.2310124,110.2628879,117.7725131,117.6052464
120.3025696,134.7405418,159.9781407,180.8481652,145.3613959,185.537121,220.5359409
72.89170695,133.2648228,143.803848,184.195183,106.5761244,129.9832246,211.9629096
28.05023206,71.77441756,99.41686684,120.2884284,106.6151574,90.11634611,106.7205946
12.11791023,103.4461652,81.39127943,87.46140916,54.52681676,37.8730278,241.0970244
282.4017064,104.4328523,110.9887981,134.6502913,312.1985357,306.4497998,109.3614118
288.8437208,85.29925825,103.905143,126.9071051,318.5297068,322.1685912,121.6401642
286.8835888,62.52963458,79.22328385,85.42090003,278.726133,270.8557892,115.8590203
23.02076473,98.58157582,109.4767517,141.1321936,88.39623046,79.20298534,155.9370296
40.57074523,75.7380504,103.9291339,103.2562846,111.4559052,110.1379872,95.08967596
20.05176891,109.7698354,116.8241745,149.7479827,78.91151362,59.71335246,162.1581236
41.6670475,64.37234058,71.41156675,102.3840912,63.81308566,91.49070958,175.0425399
83.43028071,105.5303461,136.720136,186.8098834,102.5174049,176.4664896,203.7562347
82.59175941,112.2454642,127.7046448,153.6362468,114.81003,168.8220855,185.6705196
64.93779993,80.91994028,114.5722997,162.5140397,97.88399554,108.6383112,89.47584049
99.52942175,115.7494581,134.0008171,147.8911433,115.2253416,174.5735172,236.5966576
53.27979242,91.25179035,51.97810251,87.71175777,85.0669256,74.78586367,450.7320751
64.07968794,115.501241,123.6800271,125.0391541,124.2906865,127.3901779,138.1330788
41.24172838,152.9259452,158.4562235,193.6169284,98.39717449,88.61292607,239.1649038
61.05445862,94.32298153,130.3420262,134.6325267,113.0590414,121.9606149,107.8929024
56.71180272,109.352605,113.338994,138.9347824,108.8645122,134.0441381,176.9774524
25.93091189,65.82775083,98.16276804,123.6563297,85.25033884,84.07369394,136.8770903
55.53108236,69.49765027,92.74055472,128.544685,88.76764106,105.8927659,116.3965891
139.4480848,155.4158931,184.4763345,235.2603229,169.1355444,224.8091882,226.7553789
112.2552915,149.429922,157.8099762,175.7333205,133.2637617,170.0904205,285.4513021
107.9876203,124.7449539,138.5793787,143.3803961,129.6203757,172.3439368,136.1733139
112.1706319,125.1112683,140.5595425,166.3078905,128.0749865,182.249841,222.3783402
91.97302123,103.5960688,119.1390382,143.5699607,124.573322,142.2900729,158.5463854
86.14354765,124.5757861,123.7340759,141.2769378,107.556534,126.4282044,361.7521108
66.50857485,102.4793961,61.58643977,99.62313621,81.10692387,81.36982175,403.0633487
66.14218869,87.7023572,103.4753156,107.9957252,98.08350527,178.4908151,119.6420231
275.6610681,73.62627862,87.14777447,115.1605373,319.7045348,333.005032,118.3776018
105.4427953,129.1416529,155.0771795,194.3992603,140.0605474,174.4891816,168.8530344
24.98696984,98.17028596,128.2604786,147.7973336,87.21953869,59.63856002,198.2459189
48.83387576,117.2152399,81.87479232,117.2231273,81.29372425,56.35110431,432.197946
42.96111067,82.77210808,119.5321592,153.7986609,87.41446054,103.5822956,149.441489
15.50347815,61.7623651,61.33048755,81.75605094,53.17373156,56.14194491,102.1371214
85.34479541,104.0348511,125.4953607,114.608222,110.6319937,144.3352733,202.6893693
44.49544531,84.74227403,118.7428882,157.7200794,87.94820983,93.82136483,110.1601349
105.0524947,111.3535037,128.5635704,119.1310613,127.7703185,178.2903672,183.9579027
79.3649704,100.2979425,123.0527712,157.0821948,114.7944707,140.8189338,156.4089799
48.80681901,113.8506362,107.4162387,108.2966574,80.03308396,83.31696487,349.0733935
50.63827928,102.9009997,113.4851721,111.608607,85.30839602,89.90242058,273.6925572
81.96478715,94.1155916,115.5144891,134.3548176,102.2462618,144.2604851,229.6779982
94.41438457,97.23019971,102.336241,121.0109781,103.8538606,140.6341969,102.3291289
44.78404727,92.48226732,110.351647,135.6994416,86.01100778,108.6607786,124.2494613
77.68947727,132.9972441,140.3509931,164.3707591,124.809614,164.1819352,173.9216242
70.62636983,91.65025946,116.4664935,161.3919349,97.1292515,143.5342695,127.7948809
48.72618947,74.37218123,95.62034462,126.7612115,84.03033477,130.7126218,132.7982617
72.89575455,80.23410012,98.63085231,136.8567135,87.85603121,106.371888,101.4516667
84.86819656,96.18858266,80.6787674,101.5745726,94.48009008,104.8927137,386.4183703
61.73289059,79.67600609,108.7058199,153.988667,92.24800222,129.9484998,140.2523036
82.67255081,110.8129471,133.2692988,171.9986828,115.796357,137.2996722,198.6358653
80.56308711,97.24687705,116.2793001,128.2183222,106.7756262,138.5353488,182.7716419
40.30770045,73.84770799,92.92159792,126.4019664,71.63008257,90.50076835,105.9417707
154.5831803,164.6145911,181.1297771,207.2468051,170.7855284,229.0484635,205.071548
91.44076032,139.6453037,112.1616548,140.7851862,115.6738255,128.4625848,356.9022204
108.9621891,114.0205758,133.1174166,136.3928265,127.3501582,146.3003774,252.8634765
49.01543088,79.83042169,112.8902405,141.9191651,84.36133502,97.73893118,135.1237696
42.36629022,106.3964671,112.812376,158.2718337,77.74332418,94.99073142,185.0628582
109.740642,118.4381081,128.1289555,171.851396,108.2798919,131.2289241,131.357598
107.7291212,123.9731554,149.3430418,180.244842,139.9539488,178.5932227,177.848515
64.53167476,78.65146573,91.03393965,104.6838008,102.9365997,124.7065241,118.9837728
36.81346843,74.88419584,88.73586567,119.383537,64.36860237,111.7101363,132.5734404
98.13866532,114.6598611,132.7068862,171.6039888,112.7766468,163.4934365,214.5301581
75.26458238,88.9637961,110.6024788,152.0659865,100.0581691,131.2380431,123.3593691
78.55636083,85.62858506,109.8898058,117.162118,106.5684074,125.6017621,94.71260335
35.49068421,66.36296191,82.93711942,110.0570015,77.77123525,73.62956695,76.5480596
44.21803234,106.3083574,109.9263094,154.075444,81.63850434,94.64182652,193.8446611
90.73758377,103.7733182,116.4198874,153.0159032,104.6937248,138.3040798,122.9164698
57.35709675,118.5017761,109.1821754,118.9003082,90.22526802,79.25832797,356.4873356
108.7304697,115.7125325,114.2721541,154.7850775,107.2647202,138.5813032,93.23241191
79.08488456,97.69839104,122.3478028,143.1700838,107.9011385,180.210651,283.3922239
272.0824779,57.14285228,84.55191208,106.7683958,291.2854714,320.7909693,138.5384029
33.75102421,111.4245749,115.8604195,155.6512447,69.09375281,61.80364876,271.255786
81.54282181,94.16429568,109.1818689,161.2909695,94.44570215,131.2916511,103.654846
70.69045096,86.38696593,112.1907355,155.9487045,100.0584262,141.3927478,111.5267568
26.14426302,64.10923213,95.93026287,151.8623431,62.80458782,77.18979475,118.9396414
56.06777659,92.35749127,83.23092884,107.0907178,96.80683285,71.57908777,323.5768361
123.5169676,129.790253,158.9827673,168.8839681,137.4815298,202.8594473,226.4779959
93.38773966,117.4303178,133.9105975,155.1095599,128.264797,184.2589534,161.9309824
89.54137311,105.912065,126.4875563,131.7543644,118.1934645,173.2690049,141.1017547
75.65049505,91.67705562,104.3255546,132.9887172,106.6333257,153.1250151,132.1158823
78.08307272,87.02629854,100.9342836,99.71134658,105.9895681,141.9290361,117.5163228
102.0330442,105.4064406,119.7669553,120.153006,123.9339,169.9925611,164.7401493
88.07878078,92.62836217,114.4906173,116.894624,113.8065333,151.1708547,102.9689327
125.47332,122.6221447,133.0409388,182.2331797,122.0420519,160.0964796,249.9109865
101.5578909,117.6098525,147.6708272,203.0242135,127.4281052,160.8046509,191.9725171
55.24226812,78.3163264,107.6362817,114.1516162,108.9503427,124.2465598,104.654723
69.11953251,109.0397989,100.0373235,135.4481987,96.70679043,98.00636749,402.1873833
137.828067,162.2010976,183.1399181,204.4838226,173.3123523,224.0930114,192.5628697
74.15412692,94.10887813,108.4120639,121.701603,115.2653405,147.3093307,138.0717125
59.48406508,105.1147773,126.1601828,166.6705087,99.33157968,116.5449707,227.5626662
43.5330269,123.9961606,118.4194426,143.7359824,85.96943592,145.9915022,156.702587
63.38275196,100.8587443,117.8582148,145.1947317,105.9146258,133.7347332,156.7956523
87.82582063,121.6197572,148.6970325,196.4492979,114.4755785,162.5099773,205.503242
40.88246119,97.39022495,113.2782131,139.7256748,85.98783233,88.10644579,135.5715742
72.88360926,101.5580991,51.57391367,73.56556278,77.41849485,82.9435313,380.5213461
79.07909418,98.26685487,124.0067681,148.6348431,112.5486764,151.4862415,143.6532619
76.60453116,101.560651,119.4996119,141.4701583,118.2057808,123.8449729,120.3747585
121.6457866,136.1699136,155.9034315,173.9816562,144.1400031,199.3340231,175.6149756
97.18952942,142.3028858,142.4988899,161.7034605,135.6404416,177.6991347,188.3541467
92.02581682,102.5532402,123.1451829,147.2754047,107.7646855,147.1252665,220.2714221
96.66072346,118.9401516,127.5207224,162.1259945,121.6165822,163.0749773,132.2545258
90.01731816,113.3229539,130.9097608,136.6402083,136.0143288,161.2898054,116.2564203
76.2762626,97.71814652,125.0602135,156.8477289,108.7125006,146.7160202,137.5162121
74.16181321,89.57905146,108.2012744,131.2253406,109.5900383,127.1786555,93.96570798
75.00271298,103.0269035,109.6193036,154.7746873,95.85968417,143.4473086,152.8447409
72.64689041,107.1193519,116.4815505,157.6612236,97.45396141,142.0272533,142.8478304
58.58588159,90.56076608,106.7858458,135.9279796,97.40116583,123.6153086,121.6479951
59.05237307,84.55627861,104.9638398,142.5440918,87.77122661,218.0361272,169.2799483
15.92968435,53.09271074,65.1147402,92.27939928,46.4991571,56.32901949,101.7232598
97.44624682,115.7720298,135.8842286,200.2468802,110.8684675,170.8212981,153.8256266
100.7336992,134.5188766,132.4534467,159.0128199,137.370254,193.7053769,191.8204452
49.95401489,111.9470456,129.2466747,164.0368576,98.37655083,264.5543676,313.4051351
59.69074898,104.4886288,122.47757,159.6814945,102.897902,116.3462455,123.3615112
40.20786837,82.40864468,104.4414844,124.1580148,80.49820789,97.98286994,91.15286133
88.6714974,121.2270328,137.2456223,160.7253585,118.3407673,157.280059,162.6220694
101.9431331,116.7657829,132.1720511,180.1715396,118.2866484,163.5681506,174.1477598
130.4200305,123.7113741,134.3431222,175.9814487,128.3914474,167.3950484,157.6271962
104.672169,124.0992427,138.9958431,177.4824747,128.0613375,185.6573486,173.6181163
85.11780572,138.5212953,151.2582667,196.3033623,126.3919017,164.0698534,177.4046821
81.12936935,98.17696427,122.4382425,145.4676,113.8535218,148.0598845,112.0466963
113.497509,127.9921087,152.0195693,186.1293315,161.907822,168.3840919,213.6101661
87.93669843,107.5974809,124.9340379,171.300273,104.8794775,159.2421592,206.5215741
68.33155506,82.49472577,109.2659989,125.1105335,102.3863401,128.4436831,93.66815665
70.54909225,111.2301617,129.4556646,149.6836006,117.0421063,147.1817851,138.3507473
71.46177904,85.9134507,107.9058957,142.9820573,92.86501084,116.1389552,137.954358
135.4091925,152.0293144,174.7354425,185.4275346,164.6229244,225.044538,212.7362668
80.28037002,116.5742939,140.2144357,172.6244854,127.486213,161.6404497,154.0165306
46.26415756,92.29464565,99.76734495,138.1128592,81.79390007,86.82084654,146.4298019
83.74014554,145.5500944,170.8673442,213.9816046,139.8297354,158.9269336,220.1132427
146.8164439,144.3839902,158.1547339,167.0830936,152.1891368,220.5920491,195.5063265
81.72433581,121.9327307,131.1145532,164.8515578,110.8482016,154.940423,150.347195
100.4535216,152.4807469,146.6755881,178.3532507,126.4827335,177.7618457,191.1529697
91.7447853,122.527321,146.2127824,210.8703432,106.9134703,174.1939412,188.5921013
303.61621,113.5690463,119.7492083,152.8591359,336.2510194,344.4628413,107.0169943
54.70507059,66.10111651,93.59161905,120.0458984,81.59320459,102.4907649,122.6076207
152.6593609,165.9993326,193.693271,232.0683155,170.7179512,234.3547462,242.8731226
89.57349086,119.5014882,147.5938586,186.0524288,132.6891683,160.3434039,141.5726479
35.68997186,86.01727598,98.0622413,151.9094135,80.88591196,88.07973286,120.6125516
95.93786008,111.5024401,131.9750002,156.1161141,117.1741301,196.3261534,177.4121526
89.81422346,111.5223815,133.9974037,153.8936623,122.5241569,150.9824563,258.0827136
72.81389117,89.0499836,115.1355017,137.8689939,108.4042715,150.6183642,125.7137028
56.78461899,99.92945122,117.1431054,156.9163834,101.8799667,131.1858367,137.4040054
56.81720896,89.30174608,124.8847102,118.4215966,88.11712988,111.7019597,227.4309615
48.47434689,86.98046905,107.5649824,150.911234,94.41731786,102.456696,120.0555163
77.03167713,103.5077714,131.1128651,163.704972,108.8558277,136.1206777,160.6924927
44.7364353,93.84299243,106.5977942,127.0635264,98.9950881,84.66216522,190.8152494
71.91265433,111.1309207,124.7491111,170.1490289,103.8916704,163.1710474,138.4951884
95.71263926,110.2700576,137.7065151,162.2390399,119.6867361,152.071101,196.7558153
76.41562319,123.2368292,135.7868442,150.9595036,100.1521393,165.051777,211.9561663
106.0116402,130.2183059,146.3598737,175.0705692,130.0230639,186.2209494,240.9290998
79.11428085,124.3519798,140.4620421,192.204589,118.1449467,159.6092652,181.7403474
123.44391,127.5972661,139.9483687,160.4279598,133.3438681,178.3368366,170.0044543
81.82570824,115.6328588,124.9761861,131.4481716,129.1724094,155.5174684,164.6486556
55.92361209,82.35500195,120.0528788,169.7722364,95.09016136,137.9550455,182.7321807
44.87400444,94.65515765,110.0968003,166.2392203,72.54947579,97.27588132,159.833442
58.0862181,78.970093,88.86482798,115.1867123,78.1952107,107.1228367,133.9867721
88.70890489,106.3453302,137.8080041,155.3139218,110.0978268,148.3026878,121.0266074
50.42447874,112.7925926,118.0278285,151.933512,90.39386774,97.95486807,144.4656828
35.62633836,97.65864361,129.9102621,151.4098853,81.84911479,88.45948858,148.0898747
60.97523496,78.65485041,88.70949558,113.5515125,81.88462697,89.4544816,248.1348625
116.2305361,137.1590454,148.4951756,187.1095315,136.8042583,183.0729515,144.5103698
91.55666597,117.476742,128.4828977,164.6579327,121.0600947,172.0409256,165.1114229
103.5428472,121.7003916,133.460809,149.051585,121.5316867,149.9045511,285.8372607
78.08969614,96.69792946,117.8790608,148.0785486,92.77629533,130.7244211,189.8473622
69.58790903,88.20898058,121.0479256,140.2925219,107.203767,151.9808538,125.1902502
290.8603328,82.85363509,92.47593009,127.3060933,321.5588666,389.7408033,131.01029
138.3247901,152.7977592,162.5528811,168.5312377,149.1994671,213.3110747,240.1073981
124.9593556,137.6631164,155.4606745,181.6808931,141.1408645,193.3240167,197.9500389
109.7999237,127.9408138,157.2928429,210.0309724,128.3648168,163.0953723,280.0945607
104.4360717,121.5315911,125.3865036,164.3889141,116.303525,146.5299471,127.5760491
129.6799107,142.6675001,159.4068243,189.2523129,139.5849139,194.7299823,164.5085041
98.71569518,120.8396237,153.3150177,192.0193454,134.7656413,162.6030986,180.3318146
65.24836225,82.03154879,98.70817035,126.814367,98.72372565,95.02852501,172.4244849
73.07576653,111.8127003,142.2997992,141.3510071,135.4959408,147.5917085,117.5685054
108.6045304,130.2710936,146.4582807,184.0913828,138.9594432,153.5097358,309.7614365
108.2241894,145.557442,169.3032556,186.9894855,153.0824875,187.8522003,212.7882376
123.9095475,142.497695,155.1691026,189.6614774,135.4691725,194.5426191,165.0420092
92.21448642,119.1416899,132.982272,159.0405713,118.4225849,135.6008934,302.7036107
52.2994112,71.71858847,95.87648271,119.1675576,89.24687186,102.0954851,117.3592113
132.787269,125.8724932,144.9335466,180.7835994,135.8835288,176.8638033,208.6703448
94.52067082,128.7557481,152.8025813,157.2980347,136.8359857,167.6457436,210.0715659
85.04751792,106.0408322,124.0362682,143.2774104,105.5479003,138.0271886,167.2867654
140.9889791,161.0334622,182.7776536,218.7405194,171.5747434,238.7426519,193.5095029
64.40344485,120.0041067,142.4214986,161.195881,123.0442976,128.9465432,147.0991478
98.30275291,130.3735717,145.5624222,157.8698731,115.8965241,170.4062015,235.7373562
73.61591422,118.8741629,136.4575963,185.9830324,108.2973699,146.7720238,181.5000324
81.72613664,138.5306411,140.4534128,178.0741462,121.5540123,159.2562072,170.3312678
45.16825855,107.757741,120.5454185,149.9994071,90.55240254,123.1288701,158.5879528
61.47746943,135.739627,148.1842538,167.0824522,110.3807527,125.4695969,194.2049708
96.69830716,116.6103239,126.8547067,137.5997232,119.0449709,144.1066167,316.1896657
287.3032322,66.35130384,49.80028872,63.62542029,265.9621414,271.081982,265.4519294
49.97479098,109.0558058,127.5096591,150.5548155,100.2195829,106.2065032,169.2407501
46.39568171,97.80477027,76.78137867,117.4992345,89.09475048,66.6251417,441.6406089
57.47086436,106.0143031,129.0652409,172.0866447,99.35727546,130.357425,152.5853877
35.67324438,69.45936359,102.8546266,94.61404585,96.49226351,139.610891,196.8361036
64.13450572,103.5511493,127.9898091,164.2206531,101.7255669,155.4438218,154.5101123
62.04969423,73.42349111,95.20081372,126.766619,89.60741439,108.8770941,118.0294457
115.2216586,121.2507763,126.5570614,156.3853935,120.9990588,134.3110282,112.4375011
63.87439404,114.8417916,138.7523187,165.3158172,117.7103548,149.9277035,125.3412122
62.5242132,93.494842,130.272844,157.6492685,101.3770341,118.2252625,153.2535025
34.64487644,67.98073682,110.3233856,151.6823237,79.83725007,91.32580792,147.0963206
56.56963093,77.08096676,92.50789609,107.1762193,85.80828246,81.17231582,194.9980121
32.36825225,76.9676931,79.96726115,64.51162014,97.2541627,55.57888393,124.8592003
102.6207451,109.9598674,124.1254891,140.8762114,119.1776736,138.6798308,230.6783919
96.47300842,106.1430687,114.6575831,146.1217333,104.5254709,151.9654286,152.5238441
39.94391164,81.45259918,112.9745647,151.5630339,81.69326837,91.36167678,151.1155304
34.57573727,60.31157808,102.4207262,136.4009743,89.37436755,85.84638478,112.9753082
56.1750309,96.0788208,121.9578172,177.1022844,91.19830452,105.3464702,182.2834367
76.16703232,94.19029125,117.2750038,141.8965985,102.8296282,135.3128015,84.85448083
80.954995,92.97352789,129.2182879,168.8149473,99.74864974,138.5402853,122.612505
111.9543642,132.6788283,148.7215906,181.5157937,129.547652,175.8859048,144.960036
113.750061,126.1487462,125.2490173,149.3971518,117.6573309,153.4394433,126.9888789
38.86641627,99.74283935,119.3694119,137.82665,90.08804609,109.0751646,120.9362543
51.77957894,147.9603874,158.9145602,189.4421267,124.7228131,124.3111099,184.2933139
61.06944362,63.5272505,74.45163696,95.55081599,86.25853692,73.39793045,327.2576807
34.83736041,101.9501256,104.3368118,105.0478272,84.15683812,83.49478869,136.8982965
63.75516219,103.0226727,121.3051743,166.8837952,93.59305419,133.1530148,131.7843561
21.69249016,80.82026095,89.68122291,118.3630821,48.86181651,60.48589223,257.4071042
77.42276999,93.42751662,123.4092409,147.0838271,100.5800281,137.4385931,184.1246053
94.5602321,116.4788085,141.4577198,175.5542819,139.4616369,157.1207571,213.8355586
111.311726,114.6486485,135.7675877,181.7308046,119.2254711,152.6248621,224.4880501
26.66752323,71.20307114,104.0384302,123.5583549,72.36125708,51.28819302,109.8509857
42.17024373,82.83109383,132.2831267,178.2517401,73.29389807,102.6572218,180.7401394
62.17156764,86.7106038,117.9775861,144.2585305,105.9809985,121.5976456,102.7006615
28.61846306,60.84310212,101.0247959,131.3523268,63.3397627,60.53985847,126.1736931
48.0859968,86.43204717,113.3359877,136.7601362,110.8720111,123.697891,140.5142235
49.80061401,81.61099541,92.36105774,101.3752786,94.07438437,98.76959577,157.2127595
30.89951393,49.50002416,74.16730272,86.25438116,54.57901987,64.85645953,83.235288
38.42069588,90.38975455,130.0545821,154.517881,100.5346714,105.2088261,178.331483
40.43503402,76.75442701,87.98487958,130.3859216,86.29339106,85.8602538,95.65644499
135.5099084,129.6172502,139.2199504,176.3042465,147.9447937,174.3071524,222.7250141
102.8773813,119.7005635,149.3674637,166.2203258,138.1415371,192.0186843,175.8493082
57.67325617,72.32156399,95.16529097,123.8412078,92.41062213,100.8834492,86.2423679
96.84377877,117.8224367,139.0212903,165.5640382,130.941779,173.5083332,164.0884333
295.5181707,95.02797448,115.2027099,141.4410644,319.1093922,321.5820396,122.4163757
101.4783103,129.5811374,157.2250158,182.2282316,133.7176167,179.6896771,207.3891829
26.61320609,82.43367893,97.77704097,122.4189384,69.4442795,44.61285597,116.7363083
83.27195552,91.87596046,118.9733634,123.4716391,164.6125461,119.9035804,102.360806
20.42279492,102.185119,114.818316,145.6115183,85.84109367,63.89097224,178.8842618
40.11435544,112.0575885,123.6944976,141.5207737,109.2381377,96.8031901,148.6720063
126.6967038,140.8876945,162.2101369,162.5770117,145.5798507,217.010047,231.7232838
35.95518498,114.2394309,110.92672,130.5160044,85.82342731,61.18109648,232.9010986
