Image with Poisson Noise,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
15.42,14.66,11.7,12.43,27,11,13
11.01,10.15,11.35,19.1,13,11,13
7,8.94,6.33,8,10,7,9
13.28,10.11,8.84,9.15,14,7,17
7.57,8.38,6.69,7.2,11,6,10
9.65,17.32,8.44,7.59,10,11,10
11.78,12.73,10.97,11.81,11,11,12
11.27,12.1,11.05,8.89,11,8,9
12.51,14.77,13.93,13.58,14,15,13
11.66,14.98,14.69,10.32,12,11,25
10.82,19.37,9.94,9.7,19,10,14
16.19,11.45,9.79,11.06,11,13,13
13.73,13.8,11.65,12.75,13,13,11
8.99,14.91,6.48,8.44,10,7,9
14.47,19.58,16.31,10.86,17,11,11
9.85,9.71,9.48,11.4,16,10,13
21.99,16.94,12.48,9.54,17,19,10
9.32,13.03,8.73,10.16,15,10,12
9.57,13.57,10.42,11.97,14,11,12
12.82,9.33,13.41,9.58,13,15,19
8.38,9.55,11.47,15.02,9,8,17
13.13,10.8,10.8,9.41,10,10,14
13.08,16.65,10.29,10.76,14,14,15
12.24,27.08,10.72,9.5,12,11,13
8.24,15.53,9.54,7.28,7,12,10
8.52,12.5,11.16,10.22,15,7,10
8.56,18.31,10.96,9.79,10,11,11
9.19,9.7,10.37,8.92,11,9,10
13.35,17.6,18.09,13.09,16,22,12
14.14,12.94,17.24,12.69,15,13,12
8.3,12.5,6.6,7.03,8,7,11
17.25,18.28,14.99,11.58,11,13,17
14.41,12.22,9.51,12.68,12,9,11
21.62,28.66,14.55,18.28,26,10,12
8.43,9.29,9.18,9.25,11,8,8
11.74,11.09,13.14,9.89,8,8,11
9.41,10.8,8.76,9.17,14,9,9
9.28,13.45,9.92,9.15,13,10,26
9.05,11.91,8.66,10.01,9,13,10
13.78,16.2,11.8,11.45,12,12,9
10.03,12.42,13.4,12.48,20,13,10
8.98,20.4,11.27,10.86,12,11,13
8.98,10.43,9.21,8.96,17,8,12
7.59,10.21,8.96,6.9,9,13,10
12.83,27.72,14.86,13.75,21,23,11
10.82,15.23,17.72,17.92,10,28,13
13,30.95,26.76,12.99,15,16,14
10.33,19.18,11.53,12.26,16,17,13
20.11,19.91,16.14,15.89,18,13,17
8.75,13.01,10.71,7.98,9,10,14
15.66,17.5,12.21,10.32,10,11,13
8.58,12.41,9.02,9.82,9,11,10
15.28,15.98,20.25,9.22,19,18,12
9.62,14.99,9.74,8.7,16,9,13
10.65,22.85,9.87,9.15,17,13,32
15.47,20.73,14.96,16.91,15,19,14
6.52,9.67,8.18,7.32,8,7,9
7.72,12.07,8.71,7.65,10,11,11
9.39,10.51,10.77,11.27,14,10,17
11.35,14.85,10.36,10.32,19,8,16
11.64,13.59,12.33,6.33,10,11,9
9.83,12.87,10.2,10.44,16,8,10
9.21,10.55,10.4,9.81,9,10,13
8.39,17.76,12.08,6.27,12,9,11
7.76,12.51,7.43,8.27,11,8,12
13.54,14.29,16.21,20.85,14,16,23
9.22,24.81,10.56,18.04,19,20,18
22.33,36.41,19.76,14.49,23,12,41
7.82,9.33,7.88,6.9,14,8,12
12.44,17.38,25.2,16.68,21,19,11
8.66,14.59,15.63,10.62,11,9,18
11.09,15.08,13.19,8.06,12,10,13
10.02,13.81,12.73,7.25,7,9,10
25.63,14.84,12.32,16,10,20,20
11.97,22.92,15.05,10.93,12,13,19
13.27,11.26,10.13,12.55,11,12,19
8.28,17.16,8.67,8.77,9,9,11
8.74,21.33,12.35,9.36,14,12,11
22.98,23.23,16.86,14.31,16,17,16
11.76,13.31,11.4,9.53,18,11,11
19.46,20.37,14.55,18.96,35,27,11
8.5,12.11,8.52,9.76,11,9,23
9.63,12.6,11.71,9.17,10,8,11
14.82,19.98,15.82,10.19,11,11,10
26.74,22.61,23.67,22.09,11,12,11
8.13,8.12,9.88,13.9,11,9,13
9.7,10.32,9.78,12.19,11,11,13
12.56,27.44,15.27,12.12,17,14,17
11.57,13.51,13.76,13.99,15,12,21
8.22,8.9,9.99,11.47,12,8,11
18.05,20.3,14.14,17.76,27,10,16
8.21,13.43,11.53,9.27,10,10,12
21.71,36.44,34.32,19.46,12,21,23
7.83,13.73,8.23,9.31,9,7,13
12.76,16.2,15.99,11.09,13,10,12
9.42,9.22,8.56,9.39,15,9,18
10.76,10.38,9.85,10.53,13,10,12
19.15,22.03,31.74,17.6,16,13,18
9.86,11.98,10.01,11.34,14,8,15
9.13,11.64,9.84,10.29,10,8,12
8.13,8.01,7.97,10.02,9,8,9
13.62,27.14,24.01,18.02,21,14,25
6.31,9.38,7.8,6.68,10,8,11
16.14,15.31,12.28,9.32,11,19,13
9.24,10.41,8.99,9.75,12,9,24
13.9,22.82,12.52,9.4,16,14,17
7.83,7.86,7.59,9.58,9,9,12
31.44,22.83,20.21,10.77,18,18,17
10.42,15.27,11.14,10.62,9,24,10
8.61,11.75,10.17,8.54,12,8,22
8.07,8.37,9.26,9.8,19,8,9
12.22,23.12,13.53,10.47,15,16,20
9.25,8.94,8.7,7.7,13,9,10
8.87,14.64,18.24,8.08,8,18,8
25.53,18.39,19.32,12.78,14,14,9
8.77,9.88,9.3,7.81,11,8,12
8.55,12.51,8.52,7.71,9,11,8
12.91,15.8,13.75,16.58,19,20,11
7.47,7.19,7.1,8.72,10,8,9
8.3,12.31,10.21,9.79,11,12,10
11.27,11.37,11.88,13.6,13,13,12
19.31,12.29,10,16.66,16,13,36
13,15.69,12.54,11.47,10,9,9
8.86,14.63,13.04,10.59,8,10,17
13.24,18.31,14.2,15.09,27,27,43
10.51,19.26,11.54,8.93,17,13,23
12.01,11.42,11.17,13.94,9,11,18
14.01,11.17,15.45,20.13,14,11,13
8.36,9.69,9.87,6.91,9,11,10
19.2,32.98,19.51,13.72,48,11,15
14.36,46.08,13.1,20.69,14,21,49
17.22,51.44,19.36,24.84,15,13,18
13.04,9.49,12.3,14.61,16,15,11
9.75,9.88,11.03,10.54,12,9,9
7.09,9.13,7.03,7.3,9,6,8
8.2,10.04,8.09,8.43,14,8,11
16.83,22.98,12.36,9.3,14,10,13
9.32,11.1,9.72,7.87,9,8,10
9.13,9.77,8.65,9.59,17,11,11
9.97,9.88,8.1,7.93,10,10,12
10.47,9.72,9.03,12.36,15,10,11
10.92,17.64,14.15,10.5,14,14,12
21.03,14.11,12.19,12.47,14,12,16
7.22,9.45,7.16,6.71,8,8,10
9.38,14.44,11.57,9.71,16,9,13
6.2,13.72,12.18,7.22,10,10,9
10.4,12.67,13.07,9.35,10,10,22
10.32,24.4,12.45,10.97,24,12,9
16.92,24,16.15,14.13,18,16,35
9.69,10.4,8.98,10.34,7,7,11
22.65,19.37,14.1,21.63,14,27,45
11.98,11.45,10.8,12.44,10,11,10
19.54,17.74,13.42,9.57,15,18,14
20.29,25.69,38.73,26.58,16,24,16
11.46,8.43,12.84,15.41,13,11,11
7.41,14.25,9.43,8.1,13,8,10
15.42,19.52,11.63,11.7,11,11,10
11.65,19.85,13.64,9.44,9,13,12
11.06,10.38,16.15,13.34,14,10,13
17.48,12.57,16.42,13.52,9,15,17
9.54,13.06,14.37,13.12,15,17,13
7.76,12.25,8.52,8.25,16,11,12
14.5,10.6,12.58,19.8,9,10,21
9.17,15.44,9.82,10.86,31,10,11
23.85,24.6,19.44,20.55,21,13,17
9.6,13.88,10.07,10.94,34,18,14
9.05,13.1,9.83,9.6,11,10,31
13.36,18.04,10.7,10.96,22,10,10
14.57,13.76,9.6,14.69,12,11,17
12.5,12.67,16.65,9.04,13,18,11
10.66,11.09,10.68,10.24,11,9,13
16.7,12.36,19.59,13.69,16,15,19
9.09,12.1,6.63,9.1,7,7,10
9.58,13.24,9.54,8.58,10,8,8
9.51,10.55,9.71,10.77,15,8,10
9.84,14.1,9.76,9.82,15,11,11
15.96,17.51,17.69,11.43,28,13,14
7.15,9.2,7,7.34,12,7,10
12.71,17.9,11.68,9.21,9,16,14
11.23,13,11.18,11.57,13,14,8
9.51,8.03,8.99,9.74,15,10,11
30.66,13.2,11.98,18.5,16,13,18
9.01,20.15,18.94,8.35,12,18,11
13.33,18.01,44.78,16.8,15,17,25
8.69,29.86,15.58,9.39,11,13,10
9.74,9.53,12.53,11.41,18,12,13
11.05,16.01,9.12,9.49,11,11,13
22.3,14.9,13.41,10.3,17,15,14
12.28,14.69,10,15.77,16,9,15
13.26,19.6,11.29,10.17,24,13,10
10.83,32.2,18.41,23.4,13,12,12
25.13,22.22,13.83,14.72,15,29,17
7.42,9.86,8.72,7.96,9,9,11
9.35,14.49,8.62,9.63,17,10,13
7.06,7.59,6.99,7.38,10,6,10
7.63,15.51,8.35,7.47,10,7,9
8.89,24.17,12.61,9.87,12,9,10
9.37,10.74,11.89,9.87,12,20,18
9.53,9.74,9.58,8.77,10,7,9
9.81,8.04,12.22,14.06,27,17,40
9.44,7,8.71,13.22,10,8,10
33.08,14.7,28.16,49.59,17,32,35
8.07,11.37,9.7,8.6,17,10,11
17.66,15.12,10.8,14.73,11,7,12
10.03,19.97,9.47,10.96,13,13,15
8.94,8.9,9.06,9.78,11,9,11
14.58,17.2,18.85,7.75,12,18,10
6.83,8.68,9.78,7.64,8,8,9
15.14,32.44,14.61,11.98,14,13,29
18.81,14.03,13.26,10.47,12,13,11
10.93,14.48,9.36,11.67,13,13,23
13.6,15.31,10.09,14.24,10,10,15
9.12,16.22,10.26,8.24,13,11,12
24.59,30.5,17.22,10.02,22,10,21
9.92,11.34,10.96,8.64,14,8,9
13.15,13.28,8.61,10.44,10,10,13
9.76,15.2,12.36,10.42,12,7,25
10.08,18.14,10.43,13.03,23,10,19
11.55,31.18,19.24,10.63,17,13,15
11.77,13.92,10.05,11.63,8,8,15
9.97,13.4,9.82,11.03,15,9,14
5.64,8.34,7.11,7.1,10,9,8
8.5,8.39,7.95,9.73,9,9,10
10.13,10.6,10.42,9.68,9,9,10
15.61,20.01,17.38,16.95,24,25,21
7.37,7.44,6.87,7.8,10,8,10
9.73,9.36,12.37,11.51,16,10,10
8.09,11.51,10.48,8.99,17,8,12
12.75,19.36,12.05,23.04,14,15,24
23.6,18.97,14.26,14.61,18,21,14
9.03,9.88,8.23,8.13,8,7,9
14.38,12.33,12.2,10.17,16,12,19
10.69,14.6,13.19,10.69,12,12,21
9.74,11.87,11.98,11.93,12,13,12
9,38.4,12,10.22,11,11,10
8.63,18.46,8.96,9.27,12,8,10
10.6,9.92,9.68,11.69,13,10,12
7.71,12.52,9.83,13.19,14,9,9
8.87,9.29,11.41,12.13,9,7,22
12.99,15.35,9.22,9.63,15,16,12
20.74,19.23,19.21,19.88,23,17,32
16.82,14.18,15.57,8.17,12,19,11
9.32,11.39,10.01,10.94,10,10,9
6.92,7.29,8.56,7.93,12,7,8
11.91,16,10.62,9.51,11,9,13
12.32,12.77,9.69,10.47,13,9,17
20,15,25,19,30,22,25
17.84,29.76,16.94,11.19,17,12,14
26.48,24.13,22.93,16.07,13,18,13
8.62,9.48,11.05,9.36,13,8,11
7.26,10.28,8.53,7.59,9,8,7
8.76,12.84,7.51,8.91,13,12,11
7.63,17.22,9.24,7.83,8,7,10
9.44,19.26,13.83,11.66,14,11,14
11,12.2,10.35,9.82,12,11,11
13.39,21.02,25,12,27,16,12
9.91,26.55,9.85,9.26,14,9,13
14.86,25.03,19.1,11.86,13,15,19
24.54,15.2,10.05,9.57,11,13,12
19.37,24.67,19.84,9.03,11,21,11
13,20.96,15.32,14.64,15,15,20
9.81,12.94,9.2,10.4,10,7,13
8.84,10.58,7.05,7.87,12,9,11
9.08,12.42,9.13,10.17,12,12,12
9.5,10.72,8.73,8.56,13,9,8
11.2,14,8.76,13.78,14,11,10
8.6,14.36,10.06,6.95,8,9,11
10.43,12.51,9.67,12.78,9,7,13
20.7,30.47,35.05,17.41,14,21,17
10.68,14.03,12.27,12.87,14,12,11
14.49,15.07,13.12,9.46,17,16,14
10.27,15.05,9.01,10.15,11,8,11
9.23,17.64,11.54,8.99,14,10,10
8.29,14.95,8.69,8.33,9,8,13
6.12,5.45,5.59,7.14,7,5,7
9.01,9.63,10.11,12.42,16,11,14
14.15,16.85,15.21,11.25,11,15,18
10.72,11.44,11.95,11.22,13,10,19
11.49,16.1,27.67,15.66,16,12,18
9.06,14.13,9.9,9.29,14,10,20
10.49,13.09,10.23,10.24,10,11,10
11.35,20.17,11.96,13.51,15,11,23
6.26,8.04,6.85,7.04,9,7,7
12.89,17.93,15.78,20.49,12,12,25
14.92,17.1,12.73,10.78,15,10,13
20,15,25,19,30,22,25
10.57,10.96,10.9,8.95,12,8,9
10.2,13.9,14.97,14.14,14,22,10
7.92,13.35,9.82,6.32,9,7,8
15.45,35.63,20.71,17.35,19,19,17
29.2,23.68,30.82,40.34,21,26,20
10.79,9.83,9.72,14.2,11,13,12
10.15,8.33,9.47,12.46,7,9,12
13.16,18.92,22.87,16.45,13,9,16
9.15,11.48,8.7,9.78,13,10,13
12.11,13.93,9.71,10.28,15,7,9
12.19,28.31,10.78,11.54,18,12,23
8.88,10.1,10.33,7.48,7,8,10
11.06,20.33,14.68,12.24,17,9,13
19.76,37.75,18.35,12.12,30,16,43
9.97,7.2,9.56,11.39,9,17,9
12.32,10.63,16.98,18.64,11,14,24
13.15,24.71,12.48,9.94,17,11,13
8.06,10.23,9.06,11.38,11,9,12
11.32,14.95,10.85,7.65,12,10,16
9.33,16.25,12.26,10,16,11,13
16.14,17.82,15.93,12.06,18,17,9
7.49,9.24,7.82,8.6,10,6,10
22.93,14.35,13.03,14.12,15,23,18
9.04,14.89,10.81,8.31,12,11,12
10.28,13.53,10.13,8.21,14,10,10
8.86,13.95,8.13,7.54,12,8,12
14.02,27.7,11.6,11.45,13,15,10
11.64,12.17,11,8.22,9,7,16
20.31,11.12,13.31,12.02,17,18,11
7.67,10.91,11.63,10.53,11,11,10
9.11,12.3,8.51,9.77,9,8,15
9.39,16.74,8.58,8.93,17,13,31
29.97,19.51,19.08,22.91,20,27,18
20.16,27.53,21.9,20.58,17,16,16
9.94,12.12,11.16,9.64,13,10,9
19.58,27.27,14.62,11.04,11,10,15
12.83,29.2,12.15,9.67,27,10,19
12.52,18.93,19.86,12.32,15,18,11
13.5,14.94,9.42,11.33,14,12,14
18.54,19.3,15.26,12.58,21,10,17
9.37,18.55,12.81,7.66,9,12,9
17.08,25.07,12.41,11.81,16,15,11
11.79,11.6,10.46,9.54,10,12,9
15.89,15.07,10.77,15.99,14,11,13
10.79,18.09,15.24,10.12,18,11,27
12.3,13.17,9.64,10.48,9,10,9
11.39,14.56,14.04,15.83,16,15,14
9.52,10.39,8.6,9.85,9,10,9
9.46,9.89,9.35,11.04,16,11,10
8.19,8.2,9.9,9.28,10,10,14
13.1,10.64,14.7,15.78,12,19,13
8.11,14.12,15.83,8.84,14,9,15
9.28,11.82,8.38,8.98,9,9,9
15.83,27.86,17.21,14.93,13,13,12
16.28,15.6,18.47,13.01,13,11,10
14.79,16.15,14.63,14.26,8,17,12
10.81,25,8.4,8.45,15,9,11
10.19,9.92,13.56,10.52,9,11,8
22.32,30.06,15.81,10.46,20,16,12
10.77,13.64,11.54,8.47,9,9,9
9.85,19.54,12.59,10.26,10,9,16
21.87,29.38,16.3,13.65,20,9,17
9.02,13.06,10.06,11.19,10,7,16
13.25,11.17,10.93,9.89,10,9,11
10.61,18.15,9.23,11.61,13,8,11
9.27,12.86,7.84,9.89,8,8,9
13.48,15.17,13.5,12.9,12,24,15
8.61,11.81,9.59,8.82,13,9,8
14.13,14.21,9.97,11.97,9,12,11
16.89,23.71,15.56,13.98,24,29,14
10.4,13.06,9.99,9.01,13,10,16
8.42,11.93,10.85,10.29,8,9,14
8.78,10.16,15.07,10.75,7,11,12
14.95,20.4,9.61,13.98,13,8,14
11.37,11.91,11.84,13.06,15,10,8
15.19,40.21,15.61,11.87,16,9,20
8.31,8.79,9.14,7.49,14,8,9
6.27,8.56,6.08,5.94,8,7,8
10.5,9.35,11.81,10.22,15,12,61
11.55,8.14,13.61,15.36,11,11,11
8.7,9.94,8.18,8.16,13,9,11
35.62,21.95,23.56,18.76,19,16,17
15.46,23.55,14.2,13.82,14,14,15
16.84,17.7,14.37,11.43,18,9,22
11.5,16.49,14.02,9.71,11,10,11
8.55,9.83,8.86,10.17,15,8,9
11.83,15.02,11.93,8.79,8,9,13
11.42,12.45,18.39,14.15,29,13,17
11.2,24.23,15.8,12.93,18,27,12
8.13,14.79,8.01,8.6,12,8,9
9.02,23.48,9.55,8.93,13,7,13
14.76,14.4,12.42,9.35,9,10,9
9.46,14.91,9.32,9.49,17,10,16
16.56,18.2,11.48,17.26,15,17,29
15.13,19.99,16.66,12.39,15,17,16
11.83,14.98,14.62,6.8,8,10,9
6.83,11.41,9.67,8.64,9,7,11
14.32,16.49,13.24,12.79,33,14,23
11.69,12.5,10.98,9.81,13,10,13
10.08,13.55,10.09,9.89,13,10,12
16.81,21.54,14.84,14.67,17,15,29
16.03,13.4,14.11,11.2,13,11,10
7.24,16.35,8.62,9.49,16,8,10
10.27,12.02,11.45,11.66,15,12,28
12.87,13.31,13.99,15.97,12,10,18
7.71,9.49,7.41,8.16,13,7,7
7.98,14.24,9.8,9.41,13,7,8
10.47,13.56,12.65,12.42,11,11,16
14.91,25.34,15.87,15.92,29,14,10
9.78,20.26,12.24,12.01,12,10,17
8.53,13.77,18.93,8.32,14,8,15
13.17,20.07,12.55,9.5,9,11,11
9.21,8.99,10.22,10.6,14,9,12
9.72,12.76,9.96,8.76,14,9,9
10.8,16.75,9.3,14.1,13,9,15
11.9,16.62,13.52,12.62,11,11,13
11.2,20.52,14.92,11.81,37,18,12
14.35,8.08,10.33,10.98,12,10,9
11.73,15.37,12.28,9.96,9,13,11
18.16,15.29,15.82,10.11,13,13,20
14.86,15.73,12.73,19.09,18,8,12
10.48,15.09,12.61,11.23,11,21,13
12.45,13.92,10.52,12.84,17,11,17
11.59,14.27,12.6,11.47,9,7,9
10,15.47,14.46,9.72,11,16,13
8.06,9.15,8.49,8.08,9,10,9
7.94,15.04,11.08,7.59,12,10,9
19.14,24.64,18.49,41.1,21,29,40
10.88,12.88,15.19,17.69,18,31,11
8.22,10.33,10.67,8.66,6,7,12
8.25,8.13,7.88,9.08,7,6,9
7.42,10.66,7.34,7.08,11,6,8
19.41,9.88,11.58,10.97,14,18,16
16.44,41.08,20.89,14.42,25,14,17
20,15,25,19,30,22,25
8.61,18.11,19.41,10.35,11,12,12
13.12,25.51,9.79,11.2,23,14,12
17.4,32.33,15.13,15.51,35,17,18
15.78,19.56,10.69,15.33,13,18,22
8.7,13.02,9.56,9.89,9,7,11
21.23,25.29,14.47,10.66,15,10,15
9.65,13.54,10.51,10.39,20,11,32
12.59,11.16,10.79,6.21,8,9,15
12.28,9.77,9.36,10.79,13,9,15
16.02,52.5,25.71,16.03,24,15,16
11.34,9.99,9.6,10.74,10,11,15
8.91,16.1,15.13,10.95,9,8,11
14.7,21.99,25.02,18.38,11,23,17
20.93,26.94,19.63,14.33,31,24,15
25.66,24.85,14.39,9.57,19,19,15
10.36,17.45,17.39,8.81,10,10,10
20.76,36.46,19.97,18.18,19,20,50
15.59,18.29,12.17,8.25,13,14,11
9.58,10.71,12,11.98,9,8,11
18.55,15.77,10.6,16.13,11,13,14
9.07,31.02,14.07,11.11,15,14,11
8.7,21.36,10.12,11.87,12,11,11
24.62,35.66,32.09,17.01,17,12,11
9.32,8.06,8.56,9.89,11,9,9
9.39,5.99,8.58,10.06,12,7,10
12.35,11.3,14.89,16.57,13,12,13
12.04,15.22,13.29,10.75,7,14,10
8.18,7.95,8.14,9.38,13,8,9
9.89,13.48,9.15,8.46,9,10,9
8.1,11.03,10.57,8.91,9,9,8
11.98,17.62,15.42,15.13,18,18,17
8.29,11.16,7.87,8.96,12,8,11
13.55,13.65,13.25,15.54,20,23,12
10.46,11.67,10.33,10.38,9,14,11
10.49,13.11,8.93,9.86,21,12,10
13.18,24.49,14.94,9.8,17,11,14
11.05,9.01,9.21,10.67,11,8,12
21.33,20.8,22.31,26.93,18,22,26
9.26,12.82,9.68,10.5,12,9,11
8.38,10,8.6,9.94,15,9,16
7.65,10.46,9.4,6.07,7,7,8
11,14.29,11.89,11.46,10,10,13
9.48,11.36,8.49,9.58,11,10,10
24.63,14.9,17.05,20.31,20,17,15
17.09,20.32,15.89,20.58,32,15,16
16.98,28.88,17.73,12.97,19,14,37
10.81,14.23,11.6,10.98,15,11,15
7.4,8.84,7.31,7.46,11,6,10
11.1,13.14,17.06,15.05,12,10,10
15.86,13.93,14.78,13.48,13,10,11
8.93,19.63,9.14,9.56,13,11,10
8.11,12.73,8.9,10.67,19,31,11
26.45,50.56,43.19,18.95,15,14,14
13.55,12.05,14.87,14.41,11,11,12
9.78,9.05,7.53,7.38,8,10,11
9.77,11.64,9.05,10.66,14,14,25
14.46,15.62,13.14,11.93,28,9,10
10.9,10.28,10.35,13.67,16,12,12
8.42,10.97,8.72,9.97,14,9,13
10.6,9.25,10.23,13.26,13,12,10
7.74,10.14,7.65,8.19,13,9,9
13.52,14.7,15.32,16.37,20,16,48
9.98,12.23,11.97,10.27,12,9,8
18.45,13.89,10.48,11.59,16,11,12
8.24,8.12,9.05,10.12,14,9,9
10.81,15.29,10.01,11.72,13,9,15
10.49,12.89,11.18,9.31,12,10,10
37.68,50.97,41.84,20.99,26,19,24
14.85,19.4,20.59,23.52,11,17,15
11.4,13.26,10.6,8.94,12,8,11
33.79,33.45,18.64,27.09,18,20,17
12.3,15.47,19.67,11.15,17,8,16
7.5,10.71,6.36,6.31,10,5,12
10.95,13.78,11.61,10.99,11,11,12
12.23,9.12,10.04,9.49,19,9,13
9.85,16.14,11.01,7.87,17,15,16
11.14,7.78,8.07,11.69,10,8,8
12.37,19.43,18.43,10.65,24,25,14
10.35,29.41,10.82,10.33,11,10,38
12.06,9.37,10.09,9.48,12,9,14
8.58,8.66,8.57,8.03,12,10,9
14.37,21.15,21.92,17.37,12,11,10
17.02,11.03,11.26,12.78,15,17,15
13.71,12.91,12.56,13.18,10,11,9
21.96,34.08,18.74,15.92,17,11,28
8.6,21.56,13.07,10.46,20,8,11
10.79,13.21,13.65,6.46,9,13,9
8.1,8.93,9.39,8.96,15,8,9
19.14,16.89,19.54,16.12,28,11,13
10.6,9.21,25.68,15.18,11,10,15
7.54,12.78,10.81,10.73,8,10,13
9.66,16.19,9.9,11.33,17,10,20
8.91,11.58,11.14,9.01,17,9,12
10.35,18.28,10.07,9.54,18,11,14
11.91,24.41,11.39,10.27,21,19,25
8.39,7.92,8.44,8.52,16,8,11
20.22,36.41,14.72,17.88,27,22,26
9.16,8.85,9.62,8.78,12,10,13
15.13,22.56,12.01,11.53,14,18,34
10.43,14,25.32,10.95,17,14,23
13.5,23.17,15.94,14.93,35,14,33
8.28,15.51,9.11,9.09,10,7,11
10.41,16.73,16.77,12.9,14,12,13
11.97,11.8,9.22,10.51,13,17,9
7.65,13.24,9.02,8.92,9,10,11
9.82,9.11,10.72,11.3,18,11,10
14.42,15.74,14.31,13.47,18,10,11
8.4,10.93,8.27,8.36,11,10,11
9.77,14.24,13.39,9.75,13,11,12
7.77,8.34,8.28,8.47,19,10,9
9.97,10.33,9.14,9.71,12,9,18
9.85,17.97,12.25,7.95,15,8,11
7.98,10.99,8.47,8.46,14,8,10
7.94,10.83,9.61,9.37,10,9,13
10.56,14.36,11.27,11.2,14,9,11
16.95,8.89,10.96,8.11,16,16,11
12.39,19.15,12.35,8.37,12,10,16
13.14,15.02,10.29,10.04,14,9,13
12.21,24.13,14.47,11.81,17,12,21
11.09,30.68,15.93,10.69,11,14,69
12.99,17.74,13.57,13.12,19,11,7
8.55,13.38,8.95,7.07,10,8,9
10.32,17.07,12.29,12.34,25,10,13
10,14.09,11.08,8.35,17,12,35
11.23,9.88,12.97,14.81,15,12,10
13.97,24.8,22.5,9.95,22,11,18
8.28,15.15,7.79,10.22,11,7,10
8.96,13.05,10.67,9.37,14,10,10
23.55,14.03,14.09,13.48,20,20,15
